Student_ID,Age,Gender,College_Tier,City_Type,Monthly_Allowance,Has_Part_Time_Job,Uses_Finance_App,Top_3_Money_Challenges
570,24,M,Tier 3,Urban,4000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
571,23,F,Tier 1,Semi-urban,3000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
572,24,Non-binary,Tier 3,Semi-urban,2000,Yes,None,"Loans, Rent sharing, No bank account"
573,19,M,Tier 2,Urban,4000,Yes,Jupiter,"Tracking expenses, Overspending, Emergency funds"
574,20,F,Tier 3,Semi-urban,6000,Yes,Cred,"Loans, Rent sharing, No bank account"
575,19,F,Tier 3,Semi-urban,3000,Yes,Walnut,"Peer pressure spending, No financial knowledge, Saving"
576,24,Non-binary,Tier 1,Semi-urban,2000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
577,23,Non-binary,Tier 2,Rural,8000,Yes,Splitwise,"Peer pressure spending, No financial knowledge, Saving"
578,18,Non-binary,Tier 3,Rural,8000,Yes,None,"Loans, Rent sharing, No bank account"
579,21,F,Tier 3,Rural,4000,No,Splitwise,"Budgeting, Saving, Loans"
580,24,Non-binary,Tier 2,Semi-urban,2000,Yes,Jupiter,"Budgeting, Saving, Loans"
581,18,F,Tier 3,Rural,8000,Yes,None,"Budgeting, Saving, Loans"
582,24,Non-binary,Tier 2,Urban,5000,No,Splitwise,"Budgeting, Saving, Loans"
583,21,F,Tier 2,Semi-urban,6000,Yes,Cred,"Lack of tools, Parental dependency, Side income"
584,19,M,Tier 1,Semi-urban,4000,Yes,None,"Budgeting, Saving, Loans"
585,19,Non-binary,Tier 3,Semi-urban,8000,Yes,None,"Loans, Rent sharing, No bank account"
586,24,M,Tier 2,Semi-urban,6000,No,Jupiter,"Budgeting, Saving, Loans"
587,21,F,Tier 2,Semi-urban,3000,No,Jupiter,"Lack of tools, Parental dependency, Side income"
588,20,M,Tier 2,Urban,3000,Yes,Cred,"Peer pressure spending, No financial knowledge, Saving"
589,20,Non-binary,Tier 1,Rural,2000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
590,24,Non-binary,Tier 3,Urban,3000,Yes,None,"Peer pressure spending, No financial knowledge, Saving"
591,24,F,Tier 1,Rural,7000,Yes,Walnut,"Peer pressure spending, No financial knowledge, Saving"
592,24,Non-binary,Tier 1,Rural,3000,Yes,Splitwise,"Tracking expenses, Overspending, Emergency funds"
593,19,M,Tier 2,Urban,4000,No,None,"Budgeting, Saving, Loans"
594,19,Non-binary,Tier 2,Rural,6000,Yes,Cred,"Budgeting, Saving, Loans"
595,18,M,Tier 2,Rural,8000,Yes,None,"Loans, Rent sharing, No bank account"
596,23,Non-binary,Tier 2,Urban,8000,No,Jupiter,"Budgeting, Saving, Loans"
597,19,F,Tier 1,Rural,7000,No,Splitwise,"Budgeting, Saving, Loans"
598,21,Non-binary,Tier 2,Semi-urban,2000,No,None,"Loans, Rent sharing, No bank account"
599,20,F,Tier 3,Rural,8000,No,Jupiter,"Tracking expenses, Overspending, Emergency funds"
600,20,Non-binary,Tier 1,Urban,3000,No,Splitwise,"Loans, Rent sharing, No bank account"
601,24,F,Tier 2,Semi-urban,6000,No,Splitwise,"Budgeting, Saving, Loans"
602,18,M,Tier 3,Semi-urban,8000,No,Walnut,"Budgeting, Saving, Loans"
603,24,M,Tier 2,Rural,8000,Yes,Jupiter,"Budgeting, Saving, Loans"
604,20,M,Tier 3,Urban,5000,No,Splitwise,"Loans, Rent sharing, No bank account"
605,20,M,Tier 2,Semi-urban,4000,Yes,Walnut,"Tracking expenses, Overspending, Emergency funds"
606,23,F,Tier 2,Rural,8000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
607,22,F,Tier 1,Semi-urban,8000,Yes,None,"Loans, Rent sharing, No bank account"
608,21,M,Tier 2,Urban,3000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
609,23,M,Tier 3,Rural,3000,Yes,Cred,"Budgeting, Saving, Loans"
610,24,M,Tier 3,Semi-urban,3000,No,Splitwise,"Tracking expenses, Overspending, Emergency funds"
611,22,Non-binary,Tier 1,Urban,6000,Yes,Splitwise,"Peer pressure spending, No financial knowledge, Saving"
612,20,M,Tier 2,Semi-urban,4000,No,Splitwise,"Peer pressure spending, No financial knowledge, Saving"
613,18,F,Tier 1,Rural,8000,No,None,"Lack of tools, Parental dependency, Side income"
614,18,F,Tier 2,Urban,7000,Yes,Walnut,"Budgeting, Saving, Loans"
615,20,F,Tier 1,Rural,7000,No,Cred,"Lack of tools, Parental dependency, Side income"
616,19,Non-binary,Tier 2,Semi-urban,4000,No,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
617,22,Non-binary,Tier 2,Semi-urban,6000,No,Cred,"Lack of tools, Parental dependency, Side income"
618,20,Non-binary,Tier 1,Urban,2000,No,Walnut,"Peer pressure spending, No financial knowledge, Saving"
619,18,Non-binary,Tier 1,Semi-urban,7000,Yes,Walnut,"Peer pressure spending, No financial knowledge, Saving"
620,18,F,Tier 1,Rural,7000,No,Jupiter,"Tracking expenses, Overspending, Emergency funds"
621,22,Non-binary,Tier 1,Semi-urban,4000,Yes,None,"Budgeting, Saving, Loans"
622,21,Non-binary,Tier 2,Rural,6000,Yes,Cred,"Peer pressure spending, No financial knowledge, Saving"
623,20,Non-binary,Tier 2,Semi-urban,6000,Yes,Splitwise,"Budgeting, Saving, Loans"
624,23,M,Tier 3,Rural,3000,No,None,"Lack of tools, Parental dependency, Side income"
625,24,F,Tier 2,Rural,6000,No,Splitwise,"Lack of tools, Parental dependency, Side income"
626,20,Non-binary,Tier 1,Rural,3000,Yes,Cred,"Peer pressure spending, No financial knowledge, Saving"
627,21,M,Tier 1,Semi-urban,8000,No,Jupiter,"Budgeting, Saving, Loans"
628,22,F,Tier 2,Rural,8000,No,None,"Peer pressure spending, No financial knowledge, Saving"
629,22,Non-binary,Tier 3,Urban,5000,Yes,Cred,"Peer pressure spending, No financial knowledge, Saving"
630,18,F,Tier 3,Semi-urban,6000,Yes,Splitwise,"Tracking expenses, Overspending, Emergency funds"
631,21,F,Tier 2,Rural,4000,Yes,Cred,"Lack of tools, Parental dependency, Side income"
632,22,M,Tier 1,Rural,3000,Yes,Walnut,"Budgeting, Saving, Loans"
633,19,Non-binary,Tier 1,Rural,5000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
634,20,F,Tier 2,Rural,2000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
635,18,M,Tier 3,Urban,2000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
636,23,F,Tier 2,Urban,2000,No,Walnut,"Lack of tools, Parental dependency, Side income"
637,21,F,Tier 2,Urban,3000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
638,18,M,Tier 2,Rural,6000,No,Cred,"Lack of tools, Parental dependency, Side income"
639,22,F,Tier 2,Rural,3000,Yes,Splitwise,"Budgeting, Saving, Loans"
640,24,M,Tier 1,Semi-urban,2000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
641,22,Non-binary,Tier 1,Urban,6000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
642,23,F,Tier 2,Rural,5000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
643,23,Non-binary,Tier 3,Rural,2000,Yes,Splitwise,"Tracking expenses, Overspending, Emergency funds"
644,23,Non-binary,Tier 2,Urban,4000,Yes,Walnut,"Loans, Rent sharing, No bank account"
645,23,F,Tier 1,Rural,6000,No,Walnut,"Budgeting, Saving, Loans"
646,23,M,Tier 1,Rural,3000,Yes,None,"Lack of tools, Parental dependency, Side income"
647,19,F,Tier 3,Rural,8000,Yes,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
648,20,F,Tier 2,Rural,3000,Yes,Cred,"Budgeting, Saving, Loans"
649,21,M,Tier 1,Semi-urban,4000,Yes,Jupiter,"Budgeting, Saving, Loans"
650,18,M,Tier 1,Semi-urban,7000,No,Splitwise,"Budgeting, Saving, Loans"
651,23,F,Tier 2,Semi-urban,3000,Yes,None,"Budgeting, Saving, Loans"
652,20,M,Tier 2,Urban,8000,No,None,"Loans, Rent sharing, No bank account"
653,22,Non-binary,Tier 3,Urban,8000,Yes,Cred,"Peer pressure spending, No financial knowledge, Saving"
654,20,M,Tier 3,Urban,8000,No,Cred,"Lack of tools, Parental dependency, Side income"
655,23,Non-binary,Tier 3,Semi-urban,4000,Yes,Jupiter,"Budgeting, Saving, Loans"
656,24,Non-binary,Tier 2,Urban,2000,Yes,Jupiter,"Lack of tools, Parental dependency, Side income"
657,18,Non-binary,Tier 2,Rural,2000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
658,23,M,Tier 3,Rural,3000,No,Jupiter,"Budgeting, Saving, Loans"
659,20,M,Tier 1,Rural,6000,No,Jupiter,"Budgeting, Saving, Loans"
660,22,F,Tier 1,Rural,7000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
661,20,M,Tier 2,Rural,3000,Yes,None,"Peer pressure spending, No financial knowledge, Saving"
662,23,M,Tier 1,Rural,8000,Yes,Jupiter,"Tracking expenses, Overspending, Emergency funds"
663,21,Non-binary,Tier 2,Rural,2000,No,Walnut,"Peer pressure spending, No financial knowledge, Saving"
664,20,M,Tier 3,Urban,8000,Yes,Jupiter,"Lack of tools, Parental dependency, Side income"
665,21,M,Tier 2,Semi-urban,6000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
666,23,Non-binary,Tier 2,Semi-urban,8000,No,Cred,"Budgeting, Saving, Loans"
667,20,M,Tier 2,Semi-urban,4000,No,Splitwise,"Loans, Rent sharing, No bank account"
668,22,Non-binary,Tier 1,Semi-urban,2000,No,Walnut,"Lack of tools, Parental dependency, Side income"
669,19,M,Tier 2,Rural,4000,No,Cred,"Lack of tools, Parental dependency, Side income"
670,19,M,Tier 1,Rural,7000,No,None,"Lack of tools, Parental dependency, Side income"
671,21,F,Tier 3,Rural,7000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
672,23,M,Tier 3,Rural,5000,No,Walnut,"Budgeting, Saving, Loans"
673,21,Non-binary,Tier 1,Urban,6000,No,Jupiter,"Loans, Rent sharing, No bank account"
674,23,M,Tier 2,Semi-urban,2000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
675,23,F,Tier 3,Urban,4000,Yes,None,"Budgeting, Saving, Loans"
676,19,M,Tier 2,Semi-urban,4000,Yes,None,"Lack of tools, Parental dependency, Side income"
677,22,M,Tier 1,Urban,4000,No,None,"Lack of tools, Parental dependency, Side income"
678,22,Non-binary,Tier 2,Semi-urban,3000,Yes,Walnut,"Budgeting, Saving, Loans"
679,20,F,Tier 3,Semi-urban,3000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
680,21,M,Tier 2,Urban,7000,No,Walnut,"Loans, Rent sharing, No bank account"
681,22,M,Tier 3,Urban,5000,No,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
682,24,Non-binary,Tier 2,Rural,8000,No,None,"Peer pressure spending, No financial knowledge, Saving"
683,18,M,Tier 3,Urban,7000,Yes,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
684,20,M,Tier 3,Semi-urban,5000,No,None,"Lack of tools, Parental dependency, Side income"
685,20,M,Tier 3,Semi-urban,7000,No,Jupiter,"Budgeting, Saving, Loans"
686,19,F,Tier 1,Semi-urban,4000,No,Cred,"Budgeting, Saving, Loans"
687,21,M,Tier 1,Semi-urban,3000,No,Cred,"Peer pressure spending, No financial knowledge, Saving"
688,24,Non-binary,Tier 1,Urban,7000,No,None,"Loans, Rent sharing, No bank account"
689,22,F,Tier 2,Rural,6000,No,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
690,22,M,Tier 2,Semi-urban,7000,No,Walnut,"Budgeting, Saving, Loans"
691,23,M,Tier 2,Semi-urban,6000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
692,20,F,Tier 3,Semi-urban,8000,Yes,Walnut,"Peer pressure spending, No financial knowledge, Saving"
693,21,M,Tier 2,Urban,4000,Yes,Walnut,"Tracking expenses, Overspending, Emergency funds"
694,21,M,Tier 1,Semi-urban,3000,No,Splitwise,"Tracking expenses, Overspending, Emergency funds"
695,21,Non-binary,Tier 1,Rural,7000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
696,23,F,Tier 3,Rural,6000,Yes,Jupiter,"Budgeting, Saving, Loans"
697,19,Non-binary,Tier 3,Semi-urban,8000,No,Splitwise,"Lack of tools, Parental dependency, Side income"
698,22,M,Tier 2,Semi-urban,3000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
699,21,Non-binary,Tier 3,Urban,5000,Yes,Splitwise,"Peer pressure spending, No financial knowledge, Saving"
700,24,M,Tier 1,Semi-urban,4000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
701,24,F,Tier 1,Urban,7000,Yes,None,"Budgeting, Saving, Loans"
702,23,F,Tier 1,Rural,7000,No,Cred,"Peer pressure spending, No financial knowledge, Saving"
703,19,F,Tier 1,Urban,4000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
704,23,Non-binary,Tier 3,Urban,3000,Yes,Splitwise,"Budgeting, Saving, Loans"
705,18,Non-binary,Tier 2,Semi-urban,3000,No,None,"Lack of tools, Parental dependency, Side income"
706,20,M,Tier 2,Rural,7000,No,Jupiter,"Tracking expenses, Overspending, Emergency funds"
707,22,F,Tier 3,Urban,2000,Yes,Walnut,"Tracking expenses, Overspending, Emergency funds"
708,23,Non-binary,Tier 2,Rural,7000,No,None,"Budgeting, Saving, Loans"
709,23,M,Tier 1,Urban,6000,No,Jupiter,"Tracking expenses, Overspending, Emergency funds"
710,22,Non-binary,Tier 3,Rural,5000,Yes,Walnut,"Budgeting, Saving, Loans"
711,20,M,Tier 3,Urban,8000,No,Splitwise,"Loans, Rent sharing, No bank account"
712,18,Non-binary,Tier 1,Rural,8000,Yes,Jupiter,"Tracking expenses, Overspending, Emergency funds"
713,24,Non-binary,Tier 2,Urban,6000,No,None,"Lack of tools, Parental dependency, Side income"
714,24,Non-binary,Tier 3,Rural,2000,Yes,Cred,"Lack of tools, Parental dependency, Side income"
715,19,F,Tier 2,Urban,3000,No,None,"Budgeting, Saving, Loans"
716,23,F,Tier 1,Semi-urban,6000,No,None,"Loans, Rent sharing, No bank account"
717,20,Non-binary,Tier 2,Rural,4000,Yes,Cred,"Peer pressure spending, No financial knowledge, Saving"
718,19,M,Tier 3,Semi-urban,8000,Yes,Jupiter,"Lack of tools, Parental dependency, Side income"
719,24,M,Tier 3,Semi-urban,6000,Yes,Jupiter,"Loans, Rent sharing, No bank account"
720,19,F,Tier 2,Urban,3000,Yes,None,"Lack of tools, Parental dependency, Side income"
721,19,F,Tier 3,Semi-urban,7000,No,None,"Budgeting, Saving, Loans"
722,18,F,Tier 2,Rural,6000,Yes,Jupiter,"Budgeting, Saving, Loans"
723,18,Non-binary,Tier 3,Urban,2000,Yes,Cred,"Peer pressure spending, No financial knowledge, Saving"
724,19,M,Tier 3,Urban,5000,Yes,Walnut,"Budgeting, Saving, Loans"
725,21,F,Tier 3,Rural,3000,No,Cred,"Peer pressure spending, No financial knowledge, Saving"
726,22,Non-binary,Tier 2,Rural,4000,No,Splitwise,"Budgeting, Saving, Loans"
727,24,F,Tier 3,Semi-urban,7000,Yes,None,"Lack of tools, Parental dependency, Side income"
728,24,M,Tier 3,Semi-urban,2000,Yes,Jupiter,"Budgeting, Saving, Loans"
729,18,M,Tier 2,Urban,3000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
730,21,F,Tier 2,Rural,4000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
731,21,Non-binary,Tier 1,Rural,4000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
732,23,M,Tier 2,Urban,3000,No,None,"Loans, Rent sharing, No bank account"
733,22,M,Tier 2,Semi-urban,7000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
734,19,M,Tier 3,Rural,2000,Yes,Walnut,"Loans, Rent sharing, No bank account"
735,23,F,Tier 1,Semi-urban,8000,Yes,Splitwise,"Tracking expenses, Overspending, Emergency funds"
736,23,Non-binary,Tier 2,Semi-urban,7000,Yes,Cred,"Budgeting, Saving, Loans"
737,21,Non-binary,Tier 3,Urban,7000,No,Splitwise,"Budgeting, Saving, Loans"
738,21,Non-binary,Tier 2,Rural,7000,No,None,"Tracking expenses, Overspending, Emergency funds"
739,21,Non-binary,Tier 3,Urban,7000,No,None,"Lack of tools, Parental dependency, Side income"
740,19,Non-binary,Tier 3,Urban,4000,No,Walnut,"Budgeting, Saving, Loans"
741,19,F,Tier 3,Semi-urban,5000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
742,23,F,Tier 1,Rural,2000,Yes,Jupiter,"Loans, Rent sharing, No bank account"
743,23,Non-binary,Tier 3,Urban,4000,No,Jupiter,"Budgeting, Saving, Loans"
744,18,Non-binary,Tier 2,Rural,3000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
745,24,F,Tier 2,Urban,3000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
746,24,F,Tier 3,Rural,7000,No,Walnut,"Budgeting, Saving, Loans"
747,24,Non-binary,Tier 3,Urban,2000,Yes,None,"Tracking expenses, Overspending, Emergency funds"
748,18,Non-binary,Tier 3,Semi-urban,4000,No,Jupiter,"Budgeting, Saving, Loans"
749,24,F,Tier 1,Semi-urban,4000,No,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
750,21,M,Tier 3,Urban,8000,No,Jupiter,"Budgeting, Saving, Loans"
751,19,Non-binary,Tier 1,Semi-urban,2000,Yes,Jupiter,"Lack of tools, Parental dependency, Side income"
752,19,M,Tier 3,Urban,7000,No,Walnut,"Loans, Rent sharing, No bank account"
753,24,Non-binary,Tier 2,Semi-urban,2000,No,Splitwise,"Tracking expenses, Overspending, Emergency funds"
754,23,Non-binary,Tier 1,Rural,2000,Yes,Jupiter,"Loans, Rent sharing, No bank account"
755,22,Non-binary,Tier 3,Semi-urban,5000,No,None,"Budgeting, Saving, Loans"
756,21,Non-binary,Tier 3,Rural,5000,No,Jupiter,"Budgeting, Saving, Loans"
757,18,M,Tier 3,Rural,7000,No,Cred,"Budgeting, Saving, Loans"
758,22,F,Tier 3,Semi-urban,5000,No,None,"Lack of tools, Parental dependency, Side income"
759,19,F,Tier 2,Rural,3000,No,Splitwise,"Loans, Rent sharing, No bank account"
760,24,M,Tier 1,Semi-urban,5000,Yes,Jupiter,"Loans, Rent sharing, No bank account"
761,18,F,Tier 3,Rural,5000,Yes,Walnut,"Tracking expenses, Overspending, Emergency funds"
762,21,F,Tier 1,Semi-urban,5000,No,Walnut,"Budgeting, Saving, Loans"
763,19,F,Tier 1,Rural,4000,Yes,Jupiter,"Tracking expenses, Overspending, Emergency funds"
764,24,F,Tier 3,Urban,6000,Yes,Cred,"Lack of tools, Parental dependency, Side income"
765,21,F,Tier 3,Semi-urban,5000,Yes,Walnut,"Peer pressure spending, No financial knowledge, Saving"
766,23,Non-binary,Tier 1,Semi-urban,2000,No,None,"Lack of tools, Parental dependency, Side income"
767,22,M,Tier 1,Semi-urban,8000,Yes,Cred,"Peer pressure spending, No financial knowledge, Saving"
768,22,F,Tier 1,Rural,5000,Yes,Splitwise,"Budgeting, Saving, Loans"
769,22,F,Tier 2,Urban,8000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
770,20,F,Tier 2,Rural,8000,Yes,Walnut,"Loans, Rent sharing, No bank account"
771,24,Non-binary,Tier 2,Rural,6000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
772,21,F,Tier 1,Semi-urban,7000,Yes,Walnut,"Peer pressure spending, No financial knowledge, Saving"
773,22,F,Tier 2,Rural,8000,Yes,Splitwise,"Tracking expenses, Overspending, Emergency funds"
774,24,M,Tier 3,Rural,7000,No,Walnut,"Budgeting, Saving, Loans"
775,23,Non-binary,Tier 1,Urban,3000,No,Cred,"Loans, Rent sharing, No bank account"
776,22,F,Tier 2,Rural,3000,Yes,Jupiter,"Tracking expenses, Overspending, Emergency funds"
777,21,M,Tier 3,Urban,5000,No,Splitwise,"Peer pressure spending, No financial knowledge, Saving"
778,24,M,Tier 3,Semi-urban,2000,No,Jupiter,"Budgeting, Saving, Loans"
779,22,M,Tier 2,Urban,8000,No,Cred,"Budgeting, Saving, Loans"
780,21,M,Tier 3,Urban,8000,Yes,Splitwise,"Peer pressure spending, No financial knowledge, Saving"
781,19,F,Tier 3,Semi-urban,2000,Yes,Walnut,"Tracking expenses, Overspending, Emergency funds"
782,23,M,Tier 1,Urban,4000,No,Walnut,"Lack of tools, Parental dependency, Side income"
783,24,Non-binary,Tier 3,Urban,2000,Yes,Walnut,"Tracking expenses, Overspending, Emergency funds"
784,21,Non-binary,Tier 1,Semi-urban,4000,Yes,Splitwise,"Peer pressure spending, No financial knowledge, Saving"
785,21,F,Tier 3,Rural,4000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
786,20,M,Tier 1,Urban,2000,Yes,Walnut,"Tracking expenses, Overspending, Emergency funds"
787,24,Non-binary,Tier 3,Rural,2000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
788,19,M,Tier 2,Semi-urban,4000,Yes,Jupiter,"Tracking expenses, Overspending, Emergency funds"
789,24,Non-binary,Tier 3,Semi-urban,3000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
790,23,Non-binary,Tier 2,Rural,5000,Yes,Walnut,"Budgeting, Saving, Loans"
791,20,Non-binary,Tier 3,Urban,3000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
792,24,F,Tier 2,Rural,7000,Yes,Walnut,"Budgeting, Saving, Loans"
793,24,Non-binary,Tier 2,Semi-urban,2000,No,Splitwise,"Loans, Rent sharing, No bank account"
794,22,M,Tier 1,Semi-urban,6000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
795,21,F,Tier 2,Urban,2000,No,Jupiter,"Tracking expenses, Overspending, Emergency funds"
796,23,F,Tier 3,Semi-urban,4000,Yes,None,"Budgeting, Saving, Loans"
797,19,Non-binary,Tier 2,Rural,6000,No,Splitwise,"Lack of tools, Parental dependency, Side income"
798,20,F,Tier 3,Rural,6000,Yes,Splitwise,"Budgeting, Saving, Loans"
799,21,Non-binary,Tier 2,Rural,5000,Yes,None,"Budgeting, Saving, Loans"
800,18,M,Tier 3,Rural,7000,No,Walnut,"Budgeting, Saving, Loans"
801,23,F,Tier 3,Urban,2000,No,Jupiter,"Tracking expenses, Overspending, Emergency funds"
802,20,Non-binary,Tier 3,Rural,5000,No,Walnut,"Budgeting, Saving, Loans"
803,19,F,Tier 3,Urban,7000,Yes,None,"Loans, Rent sharing, No bank account"
804,20,F,Tier 3,Semi-urban,3000,Yes,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
805,20,M,Tier 2,Semi-urban,6000,No,Cred,"Lack of tools, Parental dependency, Side income"
806,20,Non-binary,Tier 3,Urban,5000,Yes,Cred,"Lack of tools, Parental dependency, Side income"
807,22,Non-binary,Tier 2,Urban,3000,Yes,Jupiter,"Tracking expenses, Overspending, Emergency funds"
808,18,M,Tier 1,Semi-urban,2000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
809,19,M,Tier 1,Semi-urban,2000,Yes,Jupiter,"Tracking expenses, Overspending, Emergency funds"
810,19,Non-binary,Tier 2,Rural,4000,No,Walnut,"Peer pressure spending, No financial knowledge, Saving"
811,19,F,Tier 3,Urban,3000,No,Walnut,"Loans, Rent sharing, No bank account"
812,21,M,Tier 2,Semi-urban,3000,Yes,None,"Lack of tools, Parental dependency, Side income"
813,23,M,Tier 1,Urban,5000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
814,19,F,Tier 2,Semi-urban,7000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
815,23,Non-binary,Tier 2,Urban,6000,No,None,"Tracking expenses, Overspending, Emergency funds"
816,19,F,Tier 3,Urban,7000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
817,18,M,Tier 1,Semi-urban,7000,Yes,Splitwise,"Budgeting, Saving, Loans"
818,21,F,Tier 3,Rural,6000,Yes,Jupiter,"Loans, Rent sharing, No bank account"
819,21,Non-binary,Tier 3,Rural,4000,Yes,Splitwise,"Tracking expenses, Overspending, Emergency funds"
820,20,M,Tier 2,Rural,7000,No,Splitwise,"Lack of tools, Parental dependency, Side income"
821,22,F,Tier 2,Semi-urban,4000,Yes,Splitwise,"Loans, Rent sharing, No bank account"
822,21,Non-binary,Tier 2,Semi-urban,4000,Yes,Walnut,"Budgeting, Saving, Loans"
823,21,Non-binary,Tier 2,Rural,3000,Yes,Splitwise,"Peer pressure spending, No financial knowledge, Saving"
824,18,Non-binary,Tier 3,Semi-urban,2000,No,Walnut,"Peer pressure spending, No financial knowledge, Saving"
825,19,Non-binary,Tier 3,Semi-urban,2000,Yes,Walnut,"Lack of tools, Parental dependency, Side income"
826,24,Non-binary,Tier 2,Rural,5000,Yes,None,"Budgeting, Saving, Loans"
827,21,Non-binary,Tier 2,Semi-urban,6000,Yes,Jupiter,"Loans, Rent sharing, No bank account"
828,21,M,Tier 1,Semi-urban,6000,No,None,"Tracking expenses, Overspending, Emergency funds"
829,24,Non-binary,Tier 3,Urban,8000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
830,22,Non-binary,Tier 3,Urban,5000,Yes,Walnut,"Budgeting, Saving, Loans"
831,23,Non-binary,Tier 3,Rural,3000,No,Splitwise,"Loans, Rent sharing, No bank account"
832,18,F,Tier 2,Urban,2000,No,Splitwise,"Budgeting, Saving, Loans"
833,24,M,Tier 2,Urban,4000,No,Cred,"Loans, Rent sharing, No bank account"
834,24,M,Tier 2,Semi-urban,2000,Yes,Jupiter,"Peer pressure spending, No financial knowledge, Saving"
835,22,F,Tier 1,Urban,5000,No,Walnut,"Loans, Rent sharing, No bank account"
836,21,Non-binary,Tier 2,Semi-urban,2000,Yes,Cred,"Loans, Rent sharing, No bank account"
837,21,F,Tier 1,Urban,4000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
838,18,F,Tier 2,Rural,8000,No,Cred,"Lack of tools, Parental dependency, Side income"
839,20,F,Tier 3,Semi-urban,7000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
840,20,M,Tier 1,Urban,7000,Yes,Walnut,"Peer pressure spending, No financial knowledge, Saving"
841,24,M,Tier 2,Semi-urban,6000,No,Walnut,"Budgeting, Saving, Loans"
842,21,M,Tier 2,Rural,5000,Yes,Walnut,"Tracking expenses, Overspending, Emergency funds"
843,24,Non-binary,Tier 3,Rural,3000,No,None,"Budgeting, Saving, Loans"
844,24,Non-binary,Tier 2,Semi-urban,2000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
845,21,F,Tier 3,Rural,2000,Yes,None,"Lack of tools, Parental dependency, Side income"
846,22,M,Tier 2,Rural,3000,Yes,Jupiter,"Lack of tools, Parental dependency, Side income"
847,23,M,Tier 1,Urban,3000,No,Cred,"Tracking expenses, Overspending, Emergency funds"
848,23,Non-binary,Tier 1,Rural,7000,No,Walnut,"Tracking expenses, Overspending, Emergency funds"
849,22,Non-binary,Tier 3,Urban,4000,No,Walnut,"Budgeting, Saving, Loans"
850,24,M,Tier 2,Semi-urban,2000,Yes,Walnut,"Budgeting, Saving, Loans"
851,22,M,Tier 3,Rural,5000,Yes,None,"Peer pressure spending, No financial knowledge, Saving"
852,19,Non-binary,Tier 3,Semi-urban,8000,Yes,Walnut,"Peer pressure spending, No financial knowledge, Saving"
853,21,Non-binary,Tier 2,Rural,2000,Yes,Cred,"Tracking expenses, Overspending, Emergency funds"
854,19,M,Tier 1,Urban,4000,Yes,Splitwise,"Lack of tools, Parental dependency, Side income"
